CONTROLE DE PROCESSOS (TEMPO MÉDIO NA UNIDADE);;;;;;;;;;;;;
NÚMERO DO PROCESSO (SIPAC/SEI!);DATA DE ENTRADA (RECEBIMENTO OU ABERTURA);RESPONSÁVEL PELO RECEBIMENTO / ABERTURA;LOCAL DE ORIGEM;ASSUNTO DETALHADO (SIPAC / SEI!);DESPACHO / AÇÃO A SER EXECUTADA (RESUMIDO);PROCESSO SOBRESTADO?;MOTIVO DO SOBRESTAMENTO;TEMPO DE SOBRESTAMENTO (DIAS);DATA DE ENCAMINHAMENTO (SAÍDA);RESPONSÁVEL PELO ENCAMINHAMENTO (SAÍDA);DESPACHO / AÇÃO DE ENCAMINHAMENTO (RESUMIDO);LOCAL DE DESTINO;TEMPO DO PROCESSO NO SETOR (DIAS)
23113.045362/2022-02;25/10/2022;Eloisa;DECAV;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DOS SERVIÇOS DE CONSERTO, REVISÃO, LIMPEZA E LUBRIFICAÇÃO DE EQUIPAMENTOS FOTOGRÁFICOS, COM FORNECIMENTO DE MATERIAIS, PEÇAS E COMPONENTES A FIM DE DEIXAR O EQUIPAMENTO EM CONDIÇÕES ORIGINAIS DE USO.;Após manifestação da Ascom/Comunica em resposta aos questionamentos da CAEFI.;;;0;25/10/2022;Sérgio;"Encaminho o presente processo para análise, conclusão da fase interna e prosseguimento da fase externa da licitação, na modalidade que melhor atenda os princípios da legalidade e eficiência administrativa (abaixo discorrido), em face da característica da demanda tratada.

Destacamos que:

1. A fase de Planejamento da Contratação NÃO contempla todos os itens obrigatórios, estando presente o DFD, o Estudo Técnico Preliminar da Contratação, a Análise de Riscos e a Pesquisa de Preços, e ausente o TERMO DE REFERÊNCIA (a ser tratado a seguir no item 5). As peças citadas foram elaboradas pelo solicitante, que se responsabilizam sobre seu conteúdo.

2. A CAEFI se manifestou sobre a pesquisa de preços (páginas 28-60), que ensejou a manifestação da DECAV, por meio dos documentos presentes às página 64-67, o que, após análise, foi classificado como suficientes por parte da PROPLAN.

3. Tendo em vista que essa é uma demanda prevista para 2022, não há possibilidade de cadastramento da demanda no PCA/PGC 2022, considerando que todas as janelas de adequações já foram encerradas para esse exercício, sendo assim, autorizamos o prosseguimento NA EXCEÇÃO DA REGRA.

4. Há necessidade de indicação de disponibilidade orçamentária por parte da PROAD.

5. Em relação ao despacho desse Departamento presente à página 26, permita-me discordar respeitosamente acerca da interpretação sobre a utilização da modalidade DISPENSA DE LICITAÇÃO em processos de aquisição. O texto diz que:

""conforme determina a legislação em vigor, a licitação é dispensável quando em situações de emergência a exemplos de casos de guerra; grave perturbação da ordem; calamidade pública, obras para evitar desabamentos, quebras de barreiras, fornecimento de energia""

 A interpretação dessa Pró-Reitoria é que os casos citados dizem respeito exclusivamente ao disposto no inciso IV do art. 24 da Lei nº 8.666/93, não abrangendo todas as outras hipóteses de dispensa. A ideia da PROPLAN, ao submeter à análise do DRM, era o enquadramento no inciso II do art. 24 da Lei nº 8.666/93, que diz:

II - para outros serviços e compras de valor até 10% (dez por cento) do limite previsto na alínea ""a"", do inciso II do artigo anterior e para alienações, nos casos previstos nesta Lei, desde que não se refiram a parcelas de um mesmo serviço, compra ou alienação de maior vulto que possa ser realizada de uma só vez;

Ora, é matéria pacificada na administração pública que até o limite indicado no inciso supracitado, atualmente em R$ 17.600,00 conforme estabelecido pelo Decreto nº 9.412/2018, a administração pode dispensar a licitação, desde que não haja caracterização de fracionamento da despesa. O próprio texto do DRM, ao citar o Acórdão 73/2003 da Segunda Câmara corrobora o entendimento:

""Atente para o fato de que, atingindo o limite legalmente fixado para dispensa de licitação, as demais contratações para serviços da mesma natureza deverão observar a obrigatoriedade da realização de certame licitatório, evitando a ocorrência de fracionamento de despesa"" (grifos nossos).

 Está claro que a utilização do inciso II só não pode se dar após atingido o limite fixado (R$ 17.600,00), o que não sabemos se já ocorreu, tendo sido esse o motivo da consulta. A PROPLAN entende que uma das suas atribuições é planejar a melhor forma de atender os interesses da comunidade acadêmica e, tendo analisado a característica desse processo, concluímos que o pregão eletrônico não se mostra a melhor opção, dado que:

a) Houve dificuldade no levantamento de preço para o serviço, o que indica uma baixa lista de fornecedores, dando indicação de fracasso no pregão;

b) Trata-se de um valor pequeno, que não gera atratividade de participação;

c) Trata-se de um serviço especializado, que não conta com uma gama considerável de empresas aptas;

d) A realização de um pregão gera custos maiores que o da Dispensa, sobretudo no emprego de mão de obra especializada desse Departamento;

e) Não entendemos que há fracionamento da despesa, pois não nos recordamos de despesa semelhante a essa durante o exercício de 2022, o que pode ser melhor esclarecido pelo DRM.

Dessa forma, submetemos a uma reanálise do DRM, em conjunto com a PROAD, após as exposições da PROPLAN, deixando claro que a opção pelo Pregão não está desautorizada, obviamente, apenas indicamos um outro ponto que, ao nosso ver, seria mais eficiente.

Dito isso, ressaltamos que não exigimos a confecção do TR previamente do solicitante até que se tenha uma análise definitiva do caso, tendo em vista que há diferenças entre as modalidades na confecção do documento, o que deve ser demandado pelo DRM ao solicitante.";DRM;0
23113.033461/2022-65;25/10/2022;Eloisa;DRM;AQUISIÇÃO DE ELETRODOMÉSTICOS PARA ATENDER OS DIVERSOS SETORES E UNIDADES ACADÊMICAS E ADMINISTRATIVAS DA UNIVERSIDADE FEDERAL DE SERGIPE.;Solicitando a gentileza de  alterar o assunto do Tipo de Processo de AQUISIÇÃO DE BENS para LICITAÇÃO.;NÃO;;0;25/10/2022;Eloisa;Para dar andamento ao processo de licitação após alterações feitas, conforme solicitado.;DRM;0
23113.045476/2022-28;27/10/2022;Eloisa;CAEFI;PREGÂO ELETRÔNICO Nº.: 86/2022 AQUISIÇÃO DE MATERIAIS DIVERSOS (EXPEDIENTE, LIMPEZA, COPA E COZINHA, EPI),VISANDO ABASTECER O ALMOXARIFADO CENTRAL DA UFS, COM O OBJETIVO DE ATENDER AS NECESSIDADES DOS DIVERSOS CAMPI DA UNIVERSIDADE FEDERAL DE SERGIPE;Para manifestação sobre o PAC, após considerar satisfatório o valor de referência - tendo por base o despacho anterior da CAEFI, as alterações promovidas e as justificativas apresentadas.;NÃO;;0;27/10/2022;Sérgio;Em atenção ao solicitado no despacho à página 143, oriento que a demanda seja cadastrada por esse Departamento no PGC/PCA 2023 (antigo PAC), que possui janela de alteração aberta até 15/11/2022, tendo em vista que, caso ocorra, será, majoritariamente, executada no exercício de 2023. Importante verificar se já não existe DFD para essa demanda, lançado na janela inicial do início do ano.;DRM;0
23113.047637/2022-75;27/10/2022;Eloisa;STI;AQUISIÇÃO DE ROTEADORES;Encaminhamos processo solicitando emissão de portaria de equipe de planejamento da contratação para aquisição de Roteadores.;NÃO;;0;27/10/2022;Eloisa;"Após juntada da Portaria de formalização da Equipe de Planejamento da Contratação, devolvo processo para continuidade da instrução processual, com a juntada dos demais documentos de planejamento da contratação.
Aprova-se a continuidade do pleito, considerando a comprovada relevância da demanda para alcance dos objetivos institucionais da Universidade Federal de Sergipe, sobretudo no seu quesito de expansão da infraestrutura de TIC .";STI;0
23113.047639/2022-21;27/10/2022;Eloisa;STI;AQUISIÇÃO DE SWITCHES;Encaminhamos processo solicitando emissão de portaria de equipe de planejamento da contratação para aquisição de Swithes.;NÃO;;0;27/10/2022;Eloisa;"Após juntada da Portaria de formalização da Equipe de Planejamento da Contratação, devolvo processo para continuidade da instrução processual, com a juntada dos demais documentos de planejamento da contratação.
Aprova-se a continuidade do pleito, considerando a comprovada relevância da demanda para alcance dos objetivos institucionais da Universidade Federal de Sergipe, sobretudo no seu quesito de expansão da infraestrutura de TIC .";STI;0
23113.043191/2022-31;31/10/2022;Wilas;COPEC;CONVÊNIO ENTRE A UFS E O BANCO NACIONAL DE EMPREGOS-BNE, VISANDO A OPERACIONALIZAÇÃO DE PROGRAMAS DE ESTÁGIO CURRICULAR PARA ALUNOS DA UFS.;Após o parecer favorável da Procuradoria jurídica, seguem os autos para análise quanto ao envio ao Gabinete do Reitor, para assinatura do Termo de Convênio de estágio a ser firmado com o Agente de Integração Banco Nacional de Empregos-BNE. ;NÃO;;0;1/11/2022;Douglas;Após análise do Termo de Convênio de estágio a ser firmado entre a Universidade Federal de Sergipe (UFS) e o Agente de Integração Banco Nacional de Empregos (BNE), demonstrando o interesse administrativo e acadêmico na parceria, ratifico a presente instrução processual, encaminhado o termo para assinatura do Magnífico Reitor e posterior envio à COPEC.;GR;1
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;TEMPO MÉDIO;0
